epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,32582.9,1.09022,1.05569,0.01926,0.72963,0.5298,0.59856,0.44275,1.11025,0.79511,0.02446,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,32846,1.08621,1.04445,0.01915,0.71993,0.53778,0.59897,0.44332,1.10888,0.7961,0.02441,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,33119.5,1.08712,1.04444,0.01922,0.73177,0.54382,0.60283,0.44541,1.10865,0.79492,0.0244,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,33391,1.07989,1.02076,0.01893,0.72056,0.55192,0.60159,0.44452,1.10723,0.7979,0.02435,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,33663.1,1.07793,1.04141,0.01903,0.75878,0.52359,0.606,0.45095,1.10669,0.79541,0.02434,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,33919.3,1.07864,1.02018,0.01895,0.72829,0.52744,0.60095,0.4476,1.10529,0.7981,0.02429,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,34179.3,1.09484,1.03508,0.01927,0.74112,0.52294,0.6015,0.44843,1.10509,0.79778,0.02427,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,34441.5,1.08059,1.02746,0.01911,0.5631,0.58574,0.60119,0.44675,1.10605,0.80084,0.02432,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,34703.9,1.07961,1.02134,0.01911,0.75525,0.52934,0.60775,0.44904,1.10481,0.79688,0.02431,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,34966.7,1.09066,1.02679,0.01918,0.76425,0.53016,0.60664,0.44961,1.1059,0.79544,0.02431,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,35234,1.08179,1.03163,0.01907,0.76787,0.52632,0.59656,0.44153,1.10589,0.79818,0.02431,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,35493.7,1.07989,1.02983,0.01902,0.76052,0.53265,0.59772,0.44265,1.10639,0.79251,0.02434,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,35746.4,1.07936,1.03432,0.01908,0.69745,0.53157,0.59676,0.44153,1.10704,0.79693,0.02438,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,36005.7,1.07893,1.02478,0.01896,0.74931,0.52392,0.59522,0.44277,1.10538,0.79503,0.02439,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,36273.8,1.07838,1.01963,0.019,0.6988,0.53054,0.5978,0.44254,1.10581,0.79547,0.02435,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,36532.1,1.07558,1.01763,0.01894,0.68101,0.52827,0.59611,0.44292,1.10533,0.79471,0.02435,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,36800.5,1.06705,1.00518,0.01877,0.69301,0.54051,0.60081,0.44518,1.10629,0.79162,0.0244,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,37067.6,1.06346,1.02385,0.01886,0.74661,0.52803,0.59897,0.44428,1.10398,0.79482,0.02436,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,37333,1.06597,1.01788,0.01872,0.73606,0.53142,0.59368,0.44041,1.10226,0.80119,0.02431,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,37593.2,1.06035,1.00664,0.01876,0.73482,0.53315,0.5875,0.43381,1.10234,0.80125,0.02432,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,37852.2,1.06203,0.98979,0.01855,0.73991,0.53244,0.58775,0.43436,1.10333,0.79634,0.02436,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,38110.8,1.06547,0.99091,0.01859,0.76435,0.53767,0.59682,0.44415,1.10343,0.79543,0.02433,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,38368.5,1.0585,0.9951,0.01861,0.75341,0.5293,0.59368,0.44175,1.10349,0.79256,0.02432,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,38624.6,1.06432,0.99018,0.01858,0.73687,0.54065,0.59402,0.44204,1.10356,0.79119,0.02432,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,38880.3,1.06047,0.97655,0.01862,0.74272,0.53599,0.59321,0.44128,1.1026,0.79075,0.02427,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,39137.8,1.05864,0.98218,0.01856,0.74172,0.53515,0.59392,0.44268,1.10203,0.78978,0.02426,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,39397.1,1.06034,0.97807,0.01846,0.74117,0.53576,0.59427,0.4433,1.10157,0.79115,0.02427,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,39654.3,1.05512,0.96534,0.01833,0.73254,0.54202,0.59427,0.4442,1.09936,0.79101,0.02422,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,39913.6,1.05179,0.97555,0.0184,0.7401,0.54089,0.59402,0.44386,1.0992,0.79238,0.02421,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,40187.1,1.04611,0.96329,0.0184,0.73656,0.54145,0.59449,0.4435,1.09851,0.79214,0.02417,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,40451.8,1.05373,0.9677,0.01848,0.74208,0.53975,0.58872,0.43739,1.09642,0.794,0.02414,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,40710.4,1.04562,0.96685,0.01823,0.75031,0.53064,0.59265,0.44086,1.09719,0.79252,0.02417,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,40972.2,1.05134,0.98369,0.0184,0.74252,0.53712,0.59703,0.44683,1.09599,0.79645,0.02413,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,41233.5,1.04167,0.97018,0.01835,0.73464,0.53711,0.59226,0.44358,1.09652,0.7964,0.02413,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,41492,1.04839,0.97533,0.01837,0.73388,0.53877,0.59023,0.44257,1.09643,0.79499,0.02412,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,41752.3,1.04698,0.9724,0.01828,0.74205,0.53551,0.58504,0.43732,1.09472,0.79191,0.02408,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,42010.6,1.03966,0.96222,0.01808,0.74995,0.53375,0.59373,0.44671,1.09421,0.79002,0.02411,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,42278.1,1.03967,0.96194,0.0182,0.74096,0.53367,0.59636,0.44896,1.09392,0.79255,0.02412,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,42541.9,1.04255,0.95094,0.01806,0.73538,0.5425,0.59554,0.44799,1.09356,0.78379,0.02415,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,42808.9,1.0328,0.94071,0.01807,0.73211,0.54546,0.59122,0.44214,1.09295,0.78887,0.02411,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,43075.4,1.0312,0.94268,0.01795,0.73052,0.54218,0.60069,0.44895,1.09214,0.79345,0.02408,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,43338.6,1.04124,0.94007,0.01805,0.7324,0.54179,0.60097,0.44994,1.09293,0.79208,0.0241,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,43593.2,1.02484,0.92937,0.01783,0.7343,0.54221,0.60299,0.45133,1.09385,0.79101,0.02412,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,43848.1,1.03129,0.93966,0.01799,0.727,0.54981,0.59055,0.44395,1.09345,0.7945,0.02413,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,44105.3,1.01935,0.93479,0.01775,0.7351,0.54114,0.59671,0.44815,1.09025,0.79725,0.02399,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,44358.6,1.03401,0.93621,0.01788,0.72637,0.54263,0.59579,0.44763,1.08877,0.79966,0.02395,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,44620.2,1.02306,0.93322,0.01786,0.73344,0.54428,0.59602,0.44865,1.08785,0.79375,0.02392,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,44881.4,1.02372,0.92363,0.01787,0.73172,0.54398,0.58932,0.44097,1.08761,0.79595,0.02393,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,45136.6,1.01974,0.91139,0.01777,0.73339,0.54339,0.59584,0.4484,1.08795,0.7955,0.02395,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,45394.3,1.00873,0.90354,0.0175,0.73034,0.54845,0.59923,0.44896,1.08804,0.7936,0.02398,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,45658.8,1.01705,0.92465,0.01765,0.72669,0.54858,0.60003,0.45031,1.08778,0.79107,0.02397,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,45928,1.01519,0.91585,0.01755,0.61482,0.57987,0.59878,0.44993,1.08743,0.79515,0.02394,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,46189.3,1.01435,0.90752,0.0176,0.61006,0.58001,0.59888,0.44982,1.08771,0.79881,0.02398,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,46447.8,1.00737,0.90613,0.01745,0.61037,0.60034,0.59792,0.44888,1.08782,0.80137,0.02396,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,46704.3,1.00983,0.90189,0.01752,0.58689,0.59277,0.59812,0.44948,1.08892,0.79883,0.02398,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,46958.1,1.00898,0.90474,0.01742,0.57909,0.60101,0.60097,0.45028,1.08738,0.80362,0.02394,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,47215.1,1.00915,0.89682,0.01737,0.58699,0.60001,0.59994,0.45027,1.08819,0.80225,0.02396,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,47473,1.00022,0.89406,0.0174,0.59031,0.60274,0.59939,0.44977,1.08725,0.80811,0.02394,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,47729.4,1.00892,0.90877,0.01743,0.59732,0.60297,0.59885,0.44955,1.08747,0.80754,0.02395,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,47980.5,1.00293,0.89059,0.01745,0.6042,0.60286,0.60005,0.45092,1.08704,0.8063,0.02394,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,48232.8,1.00058,0.87885,0.01724,0.66197,0.60336,0.59954,0.45022,1.08815,0.80689,0.024,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,48488.6,0.99738,0.88431,0.01733,0.66157,0.60276,0.59813,0.44963,1.08563,0.80955,0.0239,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,48737.4,1.00713,0.87895,0.01732,0.65468,0.60456,0.60102,0.45187,1.08587,0.80605,0.0239,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,48987.5,0.99342,0.87485,0.01722,0.65524,0.60364,0.6028,0.45278,1.08668,0.80825,0.02392,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,49242.7,0.99721,0.87469,0.01713,0.64803,0.60223,0.59981,0.45004,1.08702,0.80912,0.02391,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,49494.7,0.98159,0.86161,0.01696,0.62823,0.60359,0.59416,0.44723,1.08693,0.80663,0.02389,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,49744.9,0.9863,0.87128,0.01693,0.73444,0.54278,0.59257,0.44769,1.08621,0.80617,0.02389,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,50000,0.98887,0.87229,0.01713,0.72582,0.55301,0.59442,0.44921,1.08548,0.8066,0.02386,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,50255,0.98588,0.8605,0.01698,0.71717,0.56093,0.59782,0.45226,1.08558,0.80679,0.02385,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,50503.4,0.98373,0.85747,0.01683,0.6447,0.60336,0.59804,0.45232,1.08639,0.8107,0.02385,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,50756.7,0.98687,0.85555,0.01701,0.65908,0.58784,0.60044,0.45315,1.08487,0.81414,0.02381,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,51009.7,0.97561,0.85901,0.01687,0.65499,0.58867,0.60035,0.4531,1.08477,0.8134,0.02379,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,51276.1,0.9815,0.85457,0.01686,0.64134,0.59217,0.60577,0.45938,1.08387,0.81249,0.02377,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,51533.2,0.98021,0.84919,0.01681,0.63664,0.5925,0.6055,0.45995,1.08335,0.81302,0.02372,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,51787.3,0.98186,0.8454,0.01681,0.63361,0.59321,0.60615,0.46201,1.08301,0.80952,0.02373,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,52041.1,0.97052,0.83384,0.01655,0.63678,0.59118,0.60682,0.46129,1.08452,0.80945,0.02378,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,52302.4,0.96606,0.84271,0.01669,0.62467,0.58893,0.59282,0.44843,1.08453,0.81234,0.02378,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,52565.3,0.96783,0.84484,0.01659,0.62712,0.57772,0.60021,0.45634,1.0845,0.81145,0.0238,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,52833.2,0.96594,0.82883,0.01646,0.64864,0.58692,0.60226,0.45604,1.08531,0.81392,0.02382,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,53101.8,0.96779,0.83082,0.0166,0.66668,0.59459,0.60614,0.45926,1.0863,0.81261,0.02385,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,53355.7,0.96269,0.83375,0.01648,0.68398,0.5911,0.60772,0.46098,1.08617,0.81502,0.02384,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
209,53605.3,0.96473,0.82629,0.01642,0.68521,0.59112,0.60785,0.46156,1.08575,0.81378,0.02386,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
210,53859.4,0.96068,0.82598,0.01642,0.6867,0.58838,0.60614,0.45954,1.08557,0.81686,0.02385,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256
211,54110.6,0.95822,0.81682,0.01637,0.68719,0.59018,0.60685,0.46004,1.08604,0.81949,0.02386,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
212,54366.3,0.95727,0.81685,0.01644,0.68408,0.58412,0.60636,0.45984,1.08525,0.82359,0.02384,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869
213,54627,0.9554,0.80873,0.01629,0.68385,0.58317,0.60625,0.45993,1.08616,0.82126,0.02388,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
214,54882.8,0.94971,0.81201,0.01629,0.71526,0.59073,0.60892,0.45998,1.0873,0.81997,0.02391,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
215,55130.9,0.95249,0.81403,0.01615,0.72512,0.586,0.60262,0.45324,1.0883,0.81934,0.02395,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
216,55379.2,0.94307,0.80065,0.0162,0.73246,0.58426,0.60232,0.45419,1.08784,0.82123,0.02393,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
217,55630.3,0.94716,0.80064,0.01614,0.73007,0.58114,0.61006,0.46291,1.08705,0.82031,0.0239,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
218,55885.4,0.94287,0.80166,0.01609,0.74327,0.57922,0.60475,0.45742,1.08484,0.82223,0.02383,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498
219,56134.9,0.93796,0.78595,0.0161,0.74031,0.57924,0.60418,0.45699,1.08445,0.8256,0.02381,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
220,56389.8,0.94335,0.80073,0.01614,0.74529,0.57624,0.6031,0.45587,1.08469,0.82599,0.02383,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
221,56639.4,0.93346,0.78888,0.0158,0.74574,0.57667,0.60346,0.45652,1.08391,0.82548,0.02382,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
222,56897.3,0.93489,0.78632,0.01585,0.74232,0.57659,0.60392,0.4563,1.0844,0.82456,0.02385,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946
223,57159.2,0.93651,0.78231,0.01578,0.7488,0.57605,0.60371,0.45625,1.08333,0.82388,0.02382,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
224,57423.6,0.92731,0.78283,0.01574,0.74865,0.57459,0.60385,0.45611,1.08359,0.82389,0.02381,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389
225,57679.2,0.92952,0.78423,0.01569,0.74367,0.58018,0.60521,0.45753,1.08355,0.82391,0.02379,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
226,57932.1,0.92976,0.78436,0.01578,0.73277,0.58238,0.60574,0.45755,1.08336,0.82673,0.0238,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
227,58182,0.92695,0.78285,0.01584,0.73427,0.58139,0.60177,0.45437,1.08145,0.827,0.02372,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
228,58429.3,0.92358,0.76496,0.01558,0.73677,0.58249,0.60293,0.45597,1.08144,0.82628,0.02372,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729
229,58682.8,0.91519,0.75655,0.01549,0.73684,0.57946,0.60186,0.45513,1.08006,0.8273,0.02367,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
230,58935.4,0.91644,0.75765,0.01557,0.73916,0.57886,0.6019,0.45505,1.07936,0.83032,0.02365,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632
231,59190.2,0.91208,0.7641,0.01537,0.74505,0.57464,0.60181,0.45472,1.08107,0.82586,0.02372,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
232,59452.3,0.92444,0.7727,0.01563,0.7488,0.57175,0.60207,0.45529,1.08106,0.82532,0.02374,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
233,59719.4,0.91705,0.75793,0.01556,0.75352,0.57045,0.60182,0.45522,1.08087,0.82229,0.02374,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
234,59974.2,0.90612,0.74541,0.01531,0.75348,0.57122,0.60075,0.45428,1.08135,0.81874,0.02377,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921
235,60221.7,0.90926,0.75844,0.01548,0.74989,0.57324,0.60036,0.45477,1.08094,0.81761,0.02377,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
236,60473,0.91563,0.75657,0.01549,0.74969,0.57353,0.60171,0.45594,1.07995,0.81823,0.02376,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
237,60725.3,0.90877,0.7481,0.0153,0.75405,0.57152,0.6013,0.45536,1.08087,0.81869,0.02379,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
238,60977.2,0.90891,0.74858,0.01527,0.7291,0.57324,0.59521,0.44862,1.07968,0.82018,0.02374,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
239,61234.3,0.90064,0.74863,0.01522,0.73847,0.56726,0.59502,0.44833,1.07881,0.82344,0.0237,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
240,61487.9,0.89915,0.73172,0.01519,0.73981,0.54886,0.59449,0.44837,1.07826,0.82226,0.02365,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605
241,61741.2,0.90136,0.74428,0.0152,0.72002,0.54396,0.59006,0.44617,1.07977,0.81625,0.02372,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
242,61998,0.89854,0.74385,0.01519,0.72153,0.54435,0.58938,0.44544,1.0797,0.81557,0.0237,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512
243,62258.7,0.89681,0.73147,0.01509,0.71662,0.54428,0.589,0.44382,1.07869,0.81532,0.02366,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
244,62515.5,0.89907,0.73692,0.01508,0.71469,0.54537,0.58802,0.44418,1.07824,0.81668,0.02362,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
245,62768.1,0.90022,0.7431,0.01526,0.7168,0.54725,0.58909,0.44775,1.0789,0.81389,0.02366,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
246,63025.5,0.88994,0.72214,0.015,0.73061,0.53452,0.58918,0.44757,1.0792,0.81425,0.02366,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
247,63283.1,0.89103,0.72401,0.01504,0.72014,0.53958,0.58869,0.44756,1.08074,0.81442,0.0237,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
248,63546.6,0.88537,0.72526,0.0149,0.71535,0.56485,0.59541,0.4529,1.08064,0.81231,0.02369,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031
249,63805.4,0.88067,0.71936,0.01487,0.71658,0.565,0.59498,0.45272,1.08021,0.81202,0.02369,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
250,64060,0.8871,0.71913,0.01494,0.71982,0.56329,0.59437,0.45201,1.0812,0.8118,0.02373,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
251,64314.6,0.88252,0.72494,0.01483,0.71821,0.56402,0.59487,0.45253,1.08053,0.81328,0.02369,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
252,64567.6,0.87993,0.71652,0.01481,0.72922,0.55789,0.59526,0.45316,1.081,0.80938,0.02371,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492
253,64821.1,0.88014,0.72232,0.01493,0.7001,0.56625,0.58821,0.44773,1.07995,0.81148,0.02369,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
254,65077.6,0.87825,0.72022,0.01474,0.73643,0.5558,0.59624,0.45445,1.08068,0.81057,0.02373,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548
255,65336.7,0.87645,0.71329,0.01476,0.69377,0.56907,0.59992,0.46094,1.08159,0.81092,0.02377,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
256,65585.1,0.87444,0.7074,0.01473,0.69666,0.566,0.59814,0.45946,1.08235,0.81141,0.0238,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
257,65844,0.8672,0.70938,0.01465,0.73049,0.55838,0.60208,0.46252,1.08184,0.81301,0.02379,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
258,66098.6,0.87257,0.71217,0.01481,0.68961,0.56797,0.58869,0.44962,1.08007,0.81905,0.02372,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422
259,66359.5,0.8708,0.71053,0.01465,0.73216,0.55856,0.59352,0.45396,1.08083,0.8167,0.02377,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
